Customer,Occuspace
Date Range,05/01/2023 - 05/01/2024
Hour Range,6 - 23
Days of the Week,Sun - Sat
Time Interval,30min

Location,Timestamp,Date,Day of Week,Week of Year,Time,Hour of Day,Average Occupancy,Average Utilization,Peak Occupancy,Peak Utilization,Capacity,Location Path
Lower Exercise Room,05/17/2023 8:30,5/17/2023,4,20,8:30:00 AM,8,47,0.55,56,0.66,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 9:00,5/17/2023,4,20,9:00:00 AM,9,46,0.54,51,0.60,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 9:30,5/17/2023,4,20,9:30:00 AM,9,56,0.66,64,0.75,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 10:00,5/17/2023,4,20,10:00:00 AM,10,54,0.64,65,0.76,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 10:30,5/17/2023,4,20,10:30:00 AM,10,70,0.82,82,0.96,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 11:00,5/17/2023,4,20,11:00:00 AM,11,66,0.78,78,0.92,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 11:30,5/17/2023,4,20,11:30:00 AM,11,61,0.72,72,0.85,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 12:00,5/17/2023,4,20,12:00:00 PM,12,68,0.80,75,0.88,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 12:30,5/17/2023,4,20,12:30:00 PM,12,63,0.74,76,0.89,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 13:00,5/17/2023,4,20,1:00:00 PM,13,47,0.55,59,0.69,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 13:30,5/17/2023,4,20,1:30:00 PM,13,51,0.60,56,0.66,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 14:00,5/17/2023,4,20,2:00:00 PM,14,58,0.68,67,0.79,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 14:30,5/17/2023,4,20,2:30:00 PM,14,65,0.76,74,0.87,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 15:00,5/17/2023,4,20,3:00:00 PM,15,67,0.79,74,0.87,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 15:30,5/17/2023,4,20,3:30:00 PM,15,53,0.62,68,0.80,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 16:00,5/17/2023,4,20,4:00:00 PM,16,60,0.71,72,0.85,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 16:30,5/17/2023,4,20,4:30:00 PM,16,59,0.69,63,0.74,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 17:00,5/17/2023,4,20,5:00:00 PM,17,61,0.72,67,0.79,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 17:30,5/17/2023,4,20,5:30:00 PM,17,50,0.59,64,0.75,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 18:00,5/17/2023,4,20,6:00:00 PM,18,43,0.51,48,0.56,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 18:30,5/17/2023,4,20,6:30:00 PM,18,47,0.55,54,0.64,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 19:00,5/17/2023,4,20,7:00:00 PM,19,58,0.68,62,0.73,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 19:30,5/17/2023,4,20,7:30:00 PM,19,57,0.67,65,0.76,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 20:00,5/17/2023,4,20,8:00:00 PM,20,47,0.55,57,0.67,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 20:30,5/17/2023,4,20,8:30:00 PM,20,54,0.64,57,0.67,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 21:00,5/17/2023,4,20,9:00:00 PM,21,55,0.65,62,0.73,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 21:30,5/17/2023,4,20,9:30:00 PM,21,52,0.61,60,0.71,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 22:00,5/17/2023,4,20,10:00:00 PM,22,51,0.60,59,0.69,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 22:30,5/17/2023,4,20,10:30:00 PM,22,42,0.49,49,0.58,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 23:00,5/17/2023,4,20,11:00:00 PM,23,32,0.38,42,0.49,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/17/2023 23:30,5/17/2023,4,20,11:30:00 PM,23,14,0.16,28,0.33,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 6:00,5/18/2023,5,20,6:00:00 AM,6,12,0.14,20,0.24,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 6:30,5/18/2023,5,20,6:30:00 AM,6,24,0.28,29,0.34,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 7:00,5/18/2023,5,20,7:00:00 AM,7,24,0.28,31,0.36,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 7:30,5/18/2023,5,20,7:30:00 AM,7,29,0.34,34,0.40,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 8:00,5/18/2023,5,20,8:00:00 AM,8,36,0.42,40,0.47,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 8:30,5/18/2023,5,20,8:30:00 AM,8,45,0.53,53,0.62,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 9:00,5/18/2023,5,20,9:00:00 AM,9,48,0.56,55,0.65,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 9:30,5/18/2023,5,20,9:30:00 AM,9,59,0.69,68,0.80,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 10:00,5/18/2023,5,20,10:00:00 AM,10,74,0.87,88,1.04,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 10:30,5/18/2023,5,20,10:30:00 AM,10,70,0.82,87,1.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 11:00,5/18/2023,5,20,11:00:00 AM,11,68,0.80,79,0.93,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 11:30,5/18/2023,5,20,11:30:00 AM,11,69,0.81,84,0.99,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 12:00,5/18/2023,5,20,12:00:00 PM,12,56,0.66,67,0.79,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 12:30,5/18/2023,5,20,12:30:00 PM,12,59,0.69,71,0.84,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 13:00,5/18/2023,5,20,1:00:00 PM,13,55,0.65,66,0.78,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 13:30,5/18/2023,5,20,1:30:00 PM,13,57,0.67,61,0.72,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 14:00,5/18/2023,5,20,2:00:00 PM,14,54,0.64,64,0.75,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 14:30,5/18/2023,5,20,2:30:00 PM,14,60,0.71,68,0.80,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 15:00,5/18/2023,5,20,3:00:00 PM,15,50,0.59,55,0.65,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 15:30,5/18/2023,5,20,3:30:00 PM,15,59,0.69,71,0.84,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 16:00,5/18/2023,5,20,4:00:00 PM,16,58,0.68,64,0.75,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 16:30,5/18/2023,5,20,4:30:00 PM,16,73,0.86,83,0.98,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 17:00,5/18/2023,5,20,5:00:00 PM,17,78,0.92,85,1.00,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 17:30,5/18/2023,5,20,5:30:00 PM,17,61,0.72,77,0.91,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 18:00,5/18/2023,5,20,6:00:00 PM,18,50,0.59,63,0.74,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 18:30,5/18/2023,5,20,6:30:00 PM,18,50,0.59,57,0.67,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 19:00,5/18/2023,5,20,7:00:00 PM,19,42,0.49,49,0.58,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 19:30,5/18/2023,5,20,7:30:00 PM,19,41,0.48,49,0.58,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 20:00,5/18/2023,5,20,8:00:00 PM,20,36,0.42,42,0.49,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 20:30,5/18/2023,5,20,8:30:00 PM,20,32,0.38,40,0.47,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 21:00,5/18/2023,5,20,9:00:00 PM,21,39,0.46,44,0.52,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 21:30,5/18/2023,5,20,9:30:00 PM,21,37,0.44,45,0.53,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 22:00,5/18/2023,5,20,10:00:00 PM,22,34,0.40,36,0.42,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 22:30,5/18/2023,5,20,10:30:00 PM,22,35,0.41,40,0.47,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 23:00,5/18/2023,5,20,11:00:00 PM,23,31,0.36,37,0.44,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/18/2023 23:30,5/18/2023,5,20,11:30:00 PM,23,31,0.36,41,0.48,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 6:00,5/19/2023,6,20,6:00:00 AM,6,10,0.12,15,0.18,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 6:30,5/19/2023,6,20,6:30:00 AM,6,14,0.16,18,0.21,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 7:00,5/19/2023,6,20,7:00:00 AM,7,19,0.22,26,0.31,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 7:30,5/19/2023,6,20,7:30:00 AM,7,27,0.32,31,0.36,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 8:00,5/19/2023,6,20,8:00:00 AM,8,24,0.28,30,0.35,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 8:30,5/19/2023,6,20,8:30:00 AM,8,30,0.35,37,0.44,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 9:00,5/19/2023,6,20,9:00:00 AM,9,35,0.41,38,0.45,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 9:30,5/19/2023,6,20,9:30:00 AM,9,35,0.41,43,0.51,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 10:00,5/19/2023,6,20,10:00:00 AM,10,33,0.39,35,0.41,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 10:30,5/19/2023,6,20,10:30:00 AM,10,37,0.44,47,0.55,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 11:00,5/19/2023,6,20,11:00:00 AM,11,46,0.54,51,0.60,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 11:30,5/19/2023,6,20,11:30:00 AM,11,61,0.72,70,0.82,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 12:00,5/19/2023,6,20,12:00:00 PM,12,57,0.67,66,0.78,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 12:30,5/19/2023,6,20,12:30:00 PM,12,51,0.60,58,0.68,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 13:00,5/19/2023,6,20,1:00:00 PM,13,56,0.66,66,0.78,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 13:30,5/19/2023,6,20,1:30:00 PM,13,53,0.62,68,0.80,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 14:00,5/19/2023,6,20,2:00:00 PM,14,55,0.65,62,0.73,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 14:30,5/19/2023,6,20,2:30:00 PM,14,57,0.67,65,0.76,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 15:00,5/19/2023,6,20,3:00:00 PM,15,58,0.68,66,0.78,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 15:30,5/19/2023,6,20,3:30:00 PM,15,50,0.59,65,0.76,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 16:00,5/19/2023,6,20,4:00:00 PM,16,48,0.56,58,0.68,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 16:30,5/19/2023,6,20,4:30:00 PM,16,62,0.73,69,0.81,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 17:00,5/19/2023,6,20,5:00:00 PM,17,69,0.81,81,0.95,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 17:30,5/19/2023,6,20,5:30:00 PM,17,66,0.78,87,1.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 18:00,5/19/2023,6,20,6:00:00 PM,18,48,0.56,58,0.68,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 18:30,5/19/2023,6,20,6:30:00 PM,18,35,0.41,40,0.47,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 19:00,5/19/2023,6,20,7:00:00 PM,19,42,0.49,48,0.56,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 19:30,5/19/2023,6,20,7:30:00 PM,19,42,0.49,48,0.56,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 20:00,5/19/2023,6,20,8:00:00 PM,20,31,0.36,38,0.45,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 20:30,5/19/2023,6,20,8:30:00 PM,20,39,0.46,45,0.53,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 21:00,5/19/2023,6,20,9:00:00 PM,21,42,0.49,44,0.52,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 21:30,5/19/2023,6,20,9:30:00 PM,21,36,0.42,48,0.56,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 22:00,5/19/2023,6,20,10:00:00 PM,22,29,0.34,38,0.45,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 22:30,5/19/2023,6,20,10:30:00 PM,22,22,0.26,25,0.29,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 23:00,5/19/2023,6,20,11:00:00 PM,23,24,0.28,27,0.32,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/19/2023 23:30,5/19/2023,6,20,11:30:00 PM,23,15,0.18,18,0.21,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 6:00,5/20/2023,7,20,6:00:00 AM,6,1,0.01,2,0.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 6:30,5/20/2023,7,20,6:30:00 AM,6,1,0.01,2,0.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 7:00,5/20/2023,7,20,7:00:00 AM,7,1,0.01,2,0.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 7:30,5/20/2023,7,20,7:30:00 AM,7,2,0.02,3,0.04,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 8:00,5/20/2023,7,20,8:00:00 AM,8,14,0.16,22,0.26,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 8:30,5/20/2023,7,20,8:30:00 AM,8,20,0.24,23,0.27,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 9:00,5/20/2023,7,20,9:00:00 AM,9,23,0.27,28,0.33,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 9:30,5/20/2023,7,20,9:30:00 AM,9,27,0.32,34,0.40,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 10:00,5/20/2023,7,20,10:00:00 AM,10,35,0.41,40,0.47,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 10:30,5/20/2023,7,20,10:30:00 AM,10,39,0.46,43,0.51,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 11:00,5/20/2023,7,20,11:00:00 AM,11,42,0.49,49,0.58,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 11:30,5/20/2023,7,20,11:30:00 AM,11,51,0.60,54,0.64,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 12:00,5/20/2023,7,20,12:00:00 PM,12,47,0.55,60,0.71,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 12:30,5/20/2023,7,20,12:30:00 PM,12,40,0.47,52,0.61,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 13:00,5/20/2023,7,20,1:00:00 PM,13,31,0.36,38,0.45,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 13:30,5/20/2023,7,20,1:30:00 PM,13,42,0.49,48,0.56,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 14:00,5/20/2023,7,20,2:00:00 PM,14,37,0.44,45,0.53,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 14:30,5/20/2023,7,20,2:30:00 PM,14,40,0.47,50,0.59,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 15:00,5/20/2023,7,20,3:00:00 PM,15,35,0.41,45,0.53,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 15:30,5/20/2023,7,20,3:30:00 PM,15,40,0.47,44,0.52,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 16:00,5/20/2023,7,20,4:00:00 PM,16,31,0.36,38,0.45,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 16:30,5/20/2023,7,20,4:30:00 PM,16,33,0.39,39,0.46,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 17:00,5/20/2023,7,20,5:00:00 PM,17,50,0.59,58,0.68,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 17:30,5/20/2023,7,20,5:30:00 PM,17,48,0.56,59,0.69,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 18:00,5/20/2023,7,20,6:00:00 PM,18,34,0.40,41,0.48,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 18:30,5/20/2023,7,20,6:30:00 PM,18,29,0.34,33,0.39,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 19:00,5/20/2023,7,20,7:00:00 PM,19,35,0.41,42,0.49,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 19:30,5/20/2023,7,20,7:30:00 PM,19,31,0.36,35,0.41,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 20:00,5/20/2023,7,20,8:00:00 PM,20,32,0.38,37,0.44,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 20:30,5/20/2023,7,20,8:30:00 PM,20,32,0.38,36,0.42,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 21:00,5/20/2023,7,20,9:00:00 PM,21,35,0.41,39,0.46,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 21:30,5/20/2023,7,20,9:30:00 PM,21,36,0.42,46,0.54,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 22:00,5/20/2023,7,20,10:00:00 PM,22,3,0.04,27,0.32,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 22:30,5/20/2023,7,20,10:30:00 PM,22,1,0.01,1,0.01,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 23:00,5/20/2023,7,20,11:00:00 PM,23,0,0.00,1,0.01,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/20/2023 23:30,5/20/2023,7,20,11:30:00 PM,23,0,0.00,1,0.01,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 6:00,5/21/2023,1,21,6:00:00 AM,6,1,0.01,2,0.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 6:30,5/21/2023,1,21,6:30:00 AM,6,1,0.01,2,0.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 7:00,5/21/2023,1,21,7:00:00 AM,7,1,0.01,1,0.01,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 7:30,5/21/2023,1,21,7:30:00 AM,7,2,0.02,2,0.02,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 8:00,5/21/2023,1,21,8:00:00 AM,8,10,0.12,11,0.13,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 8:30,5/21/2023,1,21,8:30:00 AM,8,13,0.15,17,0.20,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 9:00,5/21/2023,1,21,9:00:00 AM,9,16,0.19,20,0.24,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 9:30,5/21/2023,1,21,9:30:00 AM,9,18,0.21,24,0.28,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 10:00,5/21/2023,1,21,10:00:00 AM,10,21,0.25,24,0.28,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 10:30,5/21/2023,1,21,10:30:00 AM,10,22,0.26,28,0.33,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 11:00,5/21/2023,1,21,11:00:00 AM,11,29,0.34,34,0.40,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 11:30,5/21/2023,1,21,11:30:00 AM,11,27,0.32,28,0.33,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 12:00,5/21/2023,1,21,12:00:00 PM,12,32,0.38,39,0.46,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 12:30,5/21/2023,1,21,12:30:00 PM,12,26,0.31,35,0.41,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 13:00,5/21/2023,1,21,1:00:00 PM,13,36,0.42,42,0.49,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 13:30,5/21/2023,1,21,1:30:00 PM,13,40,0.47,46,0.54,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 14:00,5/21/2023,1,21,2:00:00 PM,14,34,0.40,38,0.45,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
Lower Exercise Room,05/21/2023 14:30,5/21/2023,1,21,2:30:00 PM,14,40,0.47,45,0.53,85,Cal Poly  > Rec Center > 1st Floor > Lower Exercise Room
